Провод,Наружный диаметр,Минимальный радиус изгиба,Диапазон рабочих температур,Ссылка,Расшифровка
ПАВ 95,"17,4 мм",10 наружных диаметров,−40...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%90%D0%92+95,П: провод  А: алюминиевая жила  В: изоляция из ПВХ пластиката  95: номинальное сечение жилы 95 мм2  
"ПВ1 0,5","2,4 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+0%2C5,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  0,5: номинальное сечение жилы 0,5 мм2  "
"ПВ1 0,75","2,6 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+0%2C75,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  0,75: номинальное сечение жилы 0,75 мм2  "
"ПВ1 1,0","2,8 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+1%2C0,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  1,0: номинальное сечение жилы 1,0 мм2  "
"ПВ1 1,5","3,3 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+1%2C5,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  1,5: номинальное сечение жилы 1,5 мм2  "
ПВ1 10,"6,4 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+10,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  10: номинальное сечение жилы 10 мм2  
ПВ1 16,"8,0 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+16,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  16: номинальное сечение жилы 16 мм2  
"ПВ1 2,5","3,9 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+2%2C5,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  2,5: номинальное сечение жилы 2,5 мм2  "
ПВ1 25,"9,8 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+25,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  25: номинальное сечение жилы 25 мм2  
ПВ1 35,"11,0 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+35,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  35: номинальное сечение жилы 35 мм2  
"ПВ1 4,0","4,4 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+4%2C0,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  4,0: номинальное сечение жилы 4,0 мм2  "
ПВ1 50,"13,0 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+50,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  50: номинальное сечение жилы 50 мм2  
"ПВ1 6,0","4,9 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+6%2C0,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  6,0: номинальное сечение жилы 6,0 мм2  "
ПВ1 70,"15,0 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+70,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  70: номинальное сечение жилы 70 мм2  
ПВ1 95,"17,0 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%921+95,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  95: номинальное сечение жилы 95 мм2  
"ПВ1-ХЛ 0,5","2,4 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv1-hl/pv1-hl-0-5,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  0,5: номинальное сечение жилы 0,5 мм2  "
"ПВ1-ХЛ 0,75","2,6 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv1-hl/pv1-hl-0-75,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  0,75: номинальное сечение жилы 0,75 мм2  "
"ПВ1-ХЛ 1,0","2,8 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv1-hl/pv1-hl-1-0,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  1,0: номинальное сечение жилы 1,0 мм2  "
"ПВ1-ХЛ 1,2","3,1 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv1-hl/pv1-hl-1-2,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  1,2: номинальное сечение жилы 1,2 мм2  "
"ПВ1-ХЛ 1,5","3,3 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv1-hl/pv1-hl-1-5,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  1,5: номинальное сечение жилы 1,5 мм2  "
ПВ1-ХЛ 10,"6,4 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv1-hl/pv1-hl-10,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  10: номинальное сечение жилы 10 мм2  
ПВ1-ХЛ 120 *,"19,0 мм",10 наружных диаметров,−60...+70 °C,,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  120: номинальное сечение жилы 120 мм2  
ПВ1-ХЛ 150 *,"20,9 мм",10 наружных диаметров,−60...+70 °C,,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  150: номинальное сечение жилы 150 мм2  
ПВ1-ХЛ 16,"8,0 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv1-hl/pv1-hl-16,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  16: номинальное сечение жилы 16 мм2  
ПВ1-ХЛ 185 *,"23,3 мм",10 наружных диаметров,−60...+70 °C,,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  185: номинальное сечение жилы 185 мм2  
"ПВ1-ХЛ 2,0","3,7 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv1-hl/pv1-hl-2-0,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  2,0: номинальное сечение жилы 2,0 мм2  "
"ПВ1-ХЛ 2,5","3,9 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv1-hl/pv1-hl-2-5,"П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  2,5: номинальное сечение жилы 2,5 мм2  "
ПВ1-ХЛ 240 *,"26,6 мм",10 наружных диаметров,−60...+70 °C,,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  240: номинальное сечение жилы 240 мм2  
ПВ1-ХЛ 25,"9,8 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv1-hl/pv1-hl-25,П: провод  В: изоляция из ПВХ пластиката  1: 1 класс гибкости провода  ХЛ: холодостойкое исполнение  25: номинальное сечение жилы 25 мм2  
